Rank,Release Group,Worldwide,Domestic,Domestic_percent,Foreign,Foreign_percent,year
197,StreetDance 2 2012 Re0release,"2,16,38,853",0,0,"2,16,38,853",100%,2012
198,2012 2012 Re0release,"2,15,38,353",0,0,"2,15,38,353",100%,2012
199,Beasts of the Southern Wild,"2,11,07,746","1,27,95,746",60.60%,"83,12,000",39.40%,2012
0,Frozen,"1,28,08,02,282","40,07,38,009",31.30%,"88,00,64,273",68.70%,2013
1,Iron Man 3,"1,21,48,11,252","40,90,13,994",33.70%,"80,57,97,258",66.30%,2013
2,Despicable Me 2,"97,07,66,005","36,80,65,385",37.90%,"60,27,00,620",62.10%,2013
3,The Hobbit: The Desolation of Smaug,"95,83,66,855","25,83,66,855",27%,"70,00,00,000",73%,2013
4,The Hunger Games: Catching Fire,"86,50,11,746","42,46,68,047",49.10%,"44,03,43,699",50.90%,2013
5,Fast & Furious 6,"78,86,79,850","23,86,79,850",30.30%,"55,00,00,000",69.70%,2013
6,Monsters University,"74,35,59,607","26,84,92,764",36.10%,"47,50,66,843",63.90%,2013
7,Gravity,"72,31,92,705","27,40,92,705",37.90%,"44,91,00,000",62.10%,2013
8,Man of Steel,"67,01,45,518","29,10,45,518",43.40%,"37,91,00,000",56.60%,2013
9,Thor: The Dark World,"64,47,83,140","20,63,62,140",32%,"43,84,21,000",68%,2013
10,The Croods,"58,72,04,668","18,71,68,425",31.90%,"40,00,36,243",68.10%,2013
11,World War Z,"54,00,07,876","20,23,59,711",37.50%,"33,76,48,165",62.50%,2013
12,Oz the Great and Powerful,"49,33,11,825","23,49,11,825",47.60%,"25,84,00,000",52.40%,2013
13,Star Trek Into Darkness,"46,73,65,246","22,87,78,661",49%,"23,85,86,585",51%,2013
14,The Wolverine,"41,48,28,246","13,25,56,852",32%,"28,22,71,394",68%,2013
15,Pacific Rim,"41,10,02,906","10,18,02,906",24.80%,"30,92,00,000",75.20%,2013
16,The Wolf of Wall Street,"39,20,00,694","11,69,00,694",29.80%,"27,51,00,000",70.20%,2013
17,G.I. Joe: Retaliation,"37,57,40,705","12,25,23,060",32.60%,"25,32,17,645",67.40%,2013
18,The Hangover Part III,"36,20,00,072","11,22,00,072",31%,"24,98,00,000",69%,2013
19,The Great Gatsby,"35,36,41,895","14,48,40,419",41%,"20,88,01,476",59%,2013
20,Now You See Me,"35,17,23,989","11,77,23,989",33.50%,"23,40,00,000",66.50%,2013
21,The Smurfs 2,"34,75,45,360","7,10,17,784",20.40%,"27,65,27,576",79.60%,2013
22,The Conjuring,"31,94,94,638","13,74,00,141",43%,"18,20,94,497",57%,2013
23,A Good Day to Die Hard,"30,46,54,182","6,73,49,198",22.10%,"23,73,04,984",77.90%,2013
24,Oblivion,"28,61,68,572","8,91,07,235",31.10%,"19,70,61,337",68.90%,2013
25,Elysium,"28,61,40,700","9,30,50,117",32.50%,"19,30,90,583",67.50%,2013
26,Turbo,"28,25,70,682","8,30,28,128",29.40%,"19,95,42,554",70.60%,2013
27,Cloudy with a Chance of Meatballs 2,"27,43,25,949","11,97,93,567",43.70%,"15,45,32,382",56.30%,2013
28,Epic,"26,84,26,634","10,75,18,682",40.10%,"16,09,07,952",59.90%,2013
29,The Lone Ranger,"26,05,02,115","8,93,02,115",34.30%,"17,12,00,000",65.70%,2013
30,American Hustle,"25,11,71,807","15,01,17,807",59.80%,"10,10,54,000",40.20%,2013
31,Grown Ups 2,"24,69,84,278","13,36,68,525",54.10%,"11,33,15,753",45.90%,2013
32,After Earth,"24,36,11,982","6,05,22,097",24.80%,"18,30,89,885",75.20%,2013
33,Planes,"23,92,58,712","9,02,88,712",37.70%,"14,89,70,000",62.30%,2013
34,The Heat,"22,99,30,771","15,95,82,188",69.40%,"7,03,48,583",30.60%,2013
35,Hansel & Gretel: Witch Hunters,"22,63,49,749","5,57,03,475",24.60%,"17,06,46,274",75.40%,2013
36,Captain Phillips,"21,87,91,811","10,71,00,855",49%,"11,16,90,956",51%,2013
37,Journey to the West: Conquering the Demons,"20,56,37,183","18,058",0,"20,56,19,125",100%,2013
38,White House Down,"20,53,66,737","7,31,03,784",35.60%,"13,22,62,953",64.40%,2013
39,Percy Jackson: Sea of Monsters,"19,98,50,315","6,85,59,554",34.30%,"13,12,90,761",65.70%,2013
40,Jack the Giant Slayer,"19,76,87,603","6,51,87,603",33%,"13,25,00,000",67%,2013
41,The Secret Life of Walter Mitty,"18,81,33,322","5,82,36,838",31%,"12,98,96,484",69%,2013
42,12 Years a Slave,"18,77,33,202","5,66,71,993",30.20%,"13,10,61,209",69.80%,2013
43,The Butler,"17,73,13,795","11,66,32,095",65.80%,"6,06,81,700",34.20%,2013
44,Identity Thief,"17,39,65,010","13,45,06,920",77.30%,"3,94,58,090",22.70%,2013
45,Anchorman 2: The Legend Continues,"17,14,64,676","12,51,68,368",73%,"4,62,96,308",27%,2013
46,Olympus Has Fallen,"17,02,70,201","9,89,25,640",58.10%,"7,13,44,561",41.90%,2013
47,Insidious: Chapter 2,"16,19,19,318","8,35,86,447",51.60%,"7,83,32,871",48.40%,2013
48,Lone Survivor,"15,48,02,912","12,50,95,601",80.80%,"2,97,07,311",19.20%,2013
49,Jackass Presents: Bad Grandpa,"15,18,26,547","10,20,03,019",67.20%,"4,98,23,528",32.80%,2013
50,47 Ronin,"15,17,83,839","3,83,62,475",25.30%,"11,34,21,364",74.70%,2013
51,RED 2,"14,80,75,565","5,32,62,560",36%,"9,48,13,005",64%,2013
52,Mama,"14,64,28,180","7,16,28,180",48.90%,"7,48,00,000",51.10%,2013
53,Escape Plan,"13,73,28,301","2,51,35,965",18.30%,"11,21,92,336",81.70%,2013
54,2 Guns,"13,19,40,411","7,56,12,460",57.30%,"5,63,27,951",42.70%,2013
55,This Is the End,"12,60,41,322","10,14,70,202",80.50%,"2,45,71,120",19.50%,2013
56,Ender's Game,"12,55,44,024","6,17,37,191",49.20%,"6,38,06,833",50.80%,2013
57,Prisoners,"12,21,26,687","6,10,02,302",50%,"6,11,24,385",50%,2013
58,Jurassic Park 2013 Re0release,"11,81,92,315","4,53,85,935",38.40%,"7,28,06,380",61.60%,2013
59,Saving Mr. Banks,"11,78,67,984","8,33,01,580",70.70%,"3,45,66,404",29.30%,2013
60,Warm Bodies,"11,69,80,662","6,63,80,662",56.70%,"5,06,00,000",43.30%,2013
61,Personal Tailor,"11,61,26,458","3,75,892",0.30%,"11,57,50,566",99.70%,2013
62,So Young,"11,49,26,694","11,186",0,"11,49,15,508",100%,2013
63,Free Birds,"11,03,87,072","5,57,50,480",50.50%,"5,46,36,592",49.50%,2013
64,Gangster Squad,"10,52,00,903","4,60,00,903",43.70%,"5,92,00,000",56.30%,2013
65,Instructions Not Included,"10,04,86,616","4,44,67,206",44.30%,"5,60,19,410",55.70%,2013
66,Philomena,"10,01,29,872","3,77,09,979",37.70%,"6,24,19,893",62.30%,2013
67,Blue Jasmine,"9,91,04,804","3,34,05,481",33.70%,"6,56,99,323",66.30%,2013
68,Young Detective Dee: Rise of the Sea Dragon,"9,87,74,891","87,783",0,"9,86,87,108",99.90%,2013
69,Riddick,"9,83,37,295","4,20,25,135",42.70%,"5,63,12,160",57.30%,2013
70,Safe Haven,"9,75,94,140","7,13,49,120",73.10%,"2,62,45,020",26.90%,2013
71,Evil Dead,"9,75,42,952","5,42,39,856",55.60%,"4,33,03,096",44.40%,2013
72,42,"9,74,70,701","9,50,20,213",97.50%,"24,50,488",2.50%,2013
73,The Mortal Instruments: City of Bones,"9,53,96,573","3,11,65,421",32.70%,"6,42,31,152",67.30%,2013
74,Rush,"9,52,24,595","2,69,47,624",28.30%,"6,82,76,971",71.70%,2013
75,Police Story: Lockdown,"9,42,49,025",0,0,"9,42,49,025",100%,2013
76,The Internship,"9,34,92,844","4,46,72,764",47.80%,"4,88,20,080",52.20%,2013
77,The Purge,"8,93,28,627","6,44,73,115",72.20%,"2,48,55,512",27.80%,2013
78,Dhoom 3,"8,80,31,955","80,31,955",9.10%,"8,00,00,000",90.90%,2013
79,Pain & Gain,"8,73,05,549","4,98,75,291",57.10%,"3,74,30,258",42.90%,2013
80,About Time,"8,71,00,449","1,53,22,921",17.60%,"7,17,77,528",82.40%,2013
81,American Dreams in China,"8,70,97,067",0,0,"8,70,97,067",100%,2013
82,Snowpiercer,"8,67,58,912","45,63,650",5.30%,"8,21,95,262",94.70%,2013
83,Carrie,"8,47,90,678","3,52,66,619",41.60%,"4,95,24,059",58.40%,2013
84,Finding Mr. Right,"8,41,12,033","6,945",0,"8,41,05,088",100%,2013
85,The Fighter Pilot,"8,28,79,386",0,0,"8,28,79,386",100%,2013
86,Miracle in Cell No. 7,"8,21,01,723",0,0,"8,21,01,723",100%,2013
87,The Attorney,"7,85,47,586","5,57,236",0.70%,"7,79,90,350",99.30%,2013
88,The Family,"7,84,18,811","3,69,18,811",47.10%,"4,15,00,000",52.90%,2013
89,Scary Movie V,"7,83,78,744","3,20,15,787",40.80%,"4,63,62,957",59.20%,2013
90,R.I.P.D.,"7,83,24,220","3,36,18,855",42.90%,"4,47,05,365",57.10%,2013
91,Tiny Times,"7,77,17,014","23,462",0,"7,76,93,552",100%,2013
92,Suck Me Shakespeer,"7,76,76,735",0,0,"7,76,76,735",100%,2013
93,The Book Thief,"7,65,86,316","2,14,88,481",28.10%,"5,50,97,835",71.90%,2013
94,Escape from Planet Earth,"7,45,97,643","5,70,12,977",76.40%,"1,75,84,666",23.60%,2013
95,August: Osage County,"7,41,88,937","3,77,38,810",50.90%,"3,64,50,127",49.10%,2013
96,The Best Man Holiday,"7,28,35,710","7,05,25,195",96.80%,"23,10,515",3.20%,2013
97,The Counselor,"7,10,09,334","1,69,73,715",23.90%,"5,40,35,619",76.10%,2013
98,Sole a catinelle,"6,99,03,094",0,0,"6,99,03,094",100%,2013
99,The Call,"6,85,72,631","5,18,72,378",75.60%,"1,67,00,253",24.40%,2013
100,One Direction: This Is Us,"6,85,32,898","2,88,73,374",42.10%,"3,96,59,524",57.90%,2013
101,Stalingrad,"6,83,16,452","10,13,945",1.50%,"6,73,02,507",98.50%,2013
102,Thunder and the House of Magic,"6,41,97,205","4,091",0,"6,41,93,114",100%,2013
103,The Grandmaster,"6,40,76,736","65,94,959",10.30%,"5,74,81,777",89.70%,2013
104,Side Effects,"6,34,14,135","3,21,72,757",50.70%,"3,12,41,378",49.30%,2013
105,The Host,"6,33,65,859","2,66,27,201",42%,"3,67,38,658",58%,2013
106,Runner Runner,"6,26,75,095","1,93,16,646",30.80%,"4,33,58,449",69.20%,2013
107,The Face Reader,"6,15,59,184","5,15,876",0.80%,"6,10,43,308",99.20%,2013
108,The Legend of Hercules,"6,12,79,452","1,88,48,538",30.80%,"4,24,30,914",69.20%,2013
109,Kick0Ass 2,"6,07,95,985","2,87,95,985",47.40%,"3,20,00,000",52.60%,2013
110,A Haunted House,"6,01,59,584","4,00,41,683",66.60%,"2,01,17,901",33.40%,2013
111,Beautiful Creatures,"6,00,52,138","1,94,52,138",32.40%,"4,06,00,000",67.60%,2013
112,Snitch,"5,78,24,674","4,29,30,462",74.20%,"1,48,94,212",25.80%,2013
113,The Physician,"5,72,84,237",0,0,"5,72,84,237",100%,2013
114,Firestorm,"5,57,54,766",0,0,"5,57,54,766",100%,2013
115,Dallas Buyers Club,"5,51,98,285","2,72,98,285",49.50%,"2,79,00,000",50.50%,2013
116,A Madea Christmas,"5,33,96,635","5,25,43,354",98.40%,"8,53,281",1.60%,2013
117,Temptation: Confessions of a Marriage Counselor,"5,31,43,144","5,19,75,354",97.80%,"11,67,790",2.20%,2013
118,Delivery Man,"5,31,20,346","3,06,64,106",57.70%,"2,24,56,240",42.30%,2013
119,The 100 Year0Old Man Who Climbed Out the Window and Disappeared,"5,11,67,572","9,44,193",1.80%,"5,02,23,379",98.20%,2013
120,Dragon Ball Z: Battle of Gods,"5,04,61,371","25,53,002",5.10%,"4,79,08,369",94.90%,2013
121,The Berlin File,"4,89,72,848","6,65,210",1.40%,"4,83,07,638",98.60%,2013
122,Homefront,"4,84,49,416","2,01,58,898",41.60%,"2,82,90,518",58.40%,2013
123,The Last Stand,"4,83,30,757","1,20,50,299",24.90%,"3,62,80,458",75.10%,2013
124,Her,"4,82,69,269","2,55,68,251",53%,"2,27,01,018",47%,2013
125,21 & Over,"4,80,65,672","2,56,82,380",53.40%,"2,23,83,292",46.60%,2013
126,Texas Chainsaw,"4,73,40,586","3,43,41,945",72.50%,"1,29,98,641",27.50%,2013
127,Tiny Times 2.0,"4,72,89,937","43,788",0,"4,72,46,149",99.90%,2013
128,Switch,"4,71,64,301",0,0,"4,71,64,301",100%,2013
129,The Place Beyond the Pines,"4,70,52,899","2,14,03,519",45.50%,"2,56,49,380",54.50%,2013
130,Parker,"4,69,22,566","1,76,16,641",37.50%,"2,93,05,925",62.50%,2013
131,The Big Wedding,"4,65,22,137","2,18,19,348",46.90%,"2,47,02,789",53.10%,2013
132,Badges of Fury,"4,64,95,296",0,0,"4,64,95,296",100%,2013
133,The World's End,"4,60,89,287","2,60,04,851",56.40%,"2,00,84,436",43.60%,2013
134,Grudge Match,"4,49,07,260","2,98,07,260",66.40%,"1,51,00,000",33.60%,2013
135,The White Storm,"4,46,70,277",0,0,"4,46,70,277",100%,2013
136,Tarzan,"4,40,95,996",0,0,"4,40,95,996",100%,2013
137,Secretly Greatly,"4,34,47,199",0,0,"4,34,47,199",100%,2013
138,"The Chef, The Actor, The Scoundrel","4,29,70,000",0,0,"4,29,70,000",100%,2013
139,Doraemon: Nobita's Secret Gadget Museum,"4,27,70,271",0,0,"4,27,70,271",100%,2013
140,Jobs,"4,21,28,352","1,61,31,410",38.30%,"2,59,96,942",61.70%,2013
141,No Man's Land,"4,18,07,712",0,0,"4,18,07,712",100%,2013
142,Lupin III vs. Detective Conan: The Movie,"4,13,97,727",0,0,"4,13,97,727",100%,2013
143,Yolki 3,"4,02,67,368",0,0,"4,02,67,368",100%,2013
144,Don Jon,"3,94,39,355","2,44,77,704",62.10%,"1,49,61,651",37.90%,2013
145,Antoine and Sebastian,"3,87,19,881",0,0,"3,87,19,881",100%,2013
146,Cold Eyes,"3,77,95,598",0,0,"3,77,95,598",100%,2013
147,"Like Father, Like Son","3,71,70,163","3,34,616",0.90%,"3,68,35,547",99.10%,2013
148,Detective Conan: Private Eye in the Distant Sea,"3,63,24,232",0,0,"3,63,24,232",100%,2013
149,Dügün Dernek,"3,61,85,741",0,0,"3,61,85,741",100%,2013
150,The Terror Live,"3,56,59,824",0,0,"3,56,59,824",100%,2013
151,Hide and Seek,"3,54,61,505",0,0,"3,54,61,505",100%,2013
152,Blind Detective,"3,49,58,596",0,0,"3,49,58,596",100%,2013
153,Broken City,"3,47,37,199","1,97,01,164",56.70%,"1,50,36,035",43.30%,2013
154,Inside Llewyn Davis,"3,29,35,319","1,32,35,319",40.20%,"1,97,00,000",59.80%,2013
155,Serial Teachers,"3,28,49,727",0,0,"3,28,49,727",100%,2013
156,Mud,"3,26,13,173","2,15,90,086",66.20%,"1,10,23,087",33.80%,2013
157,Midsummer's Equation,"3,25,14,549",0,0,"3,25,14,549",100%,2013
158,Kevin Hart: Let Me Explain,"3,23,18,051","3,22,44,051",99.80%,"74,000",0.20%,2013
159,Pokémon,"3,22,93,377",0,0,"3,22,93,377",100%,2013
160,The After0Dinner Mysteries,"3,21,60,741",0,0,"3,21,60,741",100%,2013
161,Underdogs,"3,17,75,719",0,0,"3,17,75,719",100%,2013
162,Spring Breakers,"3,17,24,284","1,41,24,284",44.50%,"1,76,00,000",55.50%,2013
163,New World,"3,16,70,607","4,57,806",1.40%,"3,12,12,801",98.60%,2013
164,101 Proposals,"3,12,83,838",0,0,"3,12,83,838",100%,2013
165,A Wedding Invitation,"3,06,65,036","14,350",0,"3,06,50,686",100%,2013
166,Silent Witness,"2,93,15,945",0,0,"2,93,15,945",100%,2013
167,Special ID,"2,91,39,936","12,666",0,"2,91,27,270",100%,2013
168,Kokowääh 2,"2,88,11,936",0,0,"2,88,11,936",100%,2013
169,The Suspect,"2,86,74,130","2,18,693",0.80%,"2,84,55,437",99.20%,2013
170,The Four 2,"2,85,99,970",0,0,"2,85,99,970",100%,2013
171,The Kiyosu Conference,"2,83,38,665",0,0,"2,83,38,665",100%,2013
172,I Give It a Year,"2,83,28,531","34,657",0.10%,"2,82,93,874",99.90%,2013
173,Mandela: Long Walk to Freedom,"2,79,85,788","83,23,085",29.70%,"1,96,62,703",70.30%,2013
174,Dark Skies,"2,78,58,103","1,74,18,667",62.50%,"1,04,39,436",37.50%,2013
175,Nebraska,"2,76,82,872","1,76,54,912",63.80%,"1,00,27,960",36.20%,2013
176,The Incredible Burt Wonderstone,"2,74,37,881","2,25,37,881",82.10%,"49,00,000",17.90%,2013
177,Gorko!,"2,73,69,902",0,0,"2,73,69,902",100%,2013
178,Khumba,"2,71,87,375","1,029",0,"2,71,86,346",100%,2013
179,You're Next,"2,68,95,481","1,84,94,006",68.80%,"84,01,475",31.20%,2013
180,Mr. Go,"2,68,35,201",0,0,"2,68,35,201",100%,2013
181,The Break Up Man,"2,64,77,012",0,0,"2,64,77,012",100%,2013
182,The Way Way Back,"2,64,74,920","2,15,06,546",81.20%,"49,68,374",18.80%,2013
183,We Are the Nobles,"2,64,33,651",0,0,"2,64,33,651",100%,2013
184,The Stolen Years,"2,62,49,553",0,0,"2,62,49,553",100%,2013
185,One Night Surprise,"2,62,20,159",0,0,"2,62,20,159",100%,2013
186,Platinum Data,"2,60,52,718",0,0,"2,60,52,718",100%,2013
187,Gekijouban SPEC: Kurôzu 0 Zen no hen,"2,58,60,404",0,0,"2,58,60,404",100%,2013
188,Unbeatable,"2,58,16,154",0,0,"2,58,16,154",100%,2013
189,Man on the Edge,"2,57,74,679",0,0,"2,57,74,679",100%,2013
190,Enough Said,"2,52,88,872","1,75,50,872",69.40%,"77,38,000",30.60%,2013
191,The Last Exorcism Part II,"2,50,51,865","1,51,79,302",60.60%,"98,72,563",39.40%,2013
192,"Me, Myself and Mum","2,49,91,467",0,0,"2,49,91,467",100%,2013
193,Drug War,"2,46,76,341","1,28,195",0.50%,"2,45,48,146",99.50%,2013
194,The Tale of The Princess Kaguya,"2,44,79,719","7,03,232",2.90%,"2,37,76,487",97.10%,2013
195,The Great Beauty,"2,43,95,873","28,52,400",11.70%,"2,15,43,473",88.30%,2013
196,Trance,"2,42,61,569","23,28,743",9.60%,"2,19,32,826",90.40%,2013
197,The Railway Man,"2,41,74,885","44,38,438",18.40%,"1,97,36,447",81.60%,2013
198,Out of Inferno,"2,41,09,886",0,0,"2,41,09,886",100%,2013
199,Bring Happiness Home,"2,39,80,000",0,0,"2,39,80,000",100%,2013
0,Transformers: Age of Extinction,"1,10,40,54,072","24,54,39,076",22.20%,"85,86,14,996",77.80%,2014
1,The Hobbit: The Battle of the Five Armies,"95,60,19,788","25,51,19,788",26.70%,"70,09,00,000",73.30%,2014
2,Guardians of the Galaxy,"77,27,76,600","33,31,76,600",43.10%,"43,96,00,000",56.90%,2014
3,Maleficent,"75,84,10,378","24,14,10,378",31.80%,"51,70,00,000",68.20%,2014
4,The Hunger Games: Mockingjay 0 Part 1,"75,53,56,711","33,71,35,885",44.60%,"41,82,20,826",55.40%,2014
5,X0Men: Days of Future Past,"74,60,45,700","23,39,21,534",31.40%,"51,21,24,166",68.60%,2014
6,Captain America: The Winter Soldier,"71,44,21,503","25,97,66,572",36.40%,"45,46,54,931",63.60%,2014
7,Dawn of the Planet of the Apes,"71,06,44,566","20,85,45,589",29.30%,"50,20,98,977",70.70%,2014
8,The Amazing Spider0Man 2,"70,89,82,323","20,28,53,933",28.60%,"50,61,28,390",71.40%,2014
9,Interstellar,"68,10,70,397","18,80,20,017",27.60%,"49,30,50,380",72.40%,2014
10,Big Hero 6,"65,78,27,828","22,25,27,828",33.80%,"43,53,00,000",66.20%,2014
11,How to Train Your Dragon 2,"62,15,37,519","17,70,02,924",28.50%,"44,45,34,595",71.50%,2014
12,American Sniper,"54,76,26,372","35,01,26,372",63.90%,"19,75,00,000",36.10%,2014
13,Godzilla,"52,49,76,069","20,06,76,069",38.20%,"32,43,00,000",61.80%,2014
14,Rio 2,"49,87,81,117","13,15,38,435",26.40%,"36,72,42,682",73.60%,2014
15,Teenage Mutant Ninja Turtles,"48,50,04,754","19,12,04,754",39.40%,"29,38,00,000",60.60%,2014
16,The Lego Movie,"46,80,60,692","25,77,60,692",55.10%,"21,03,00,000",44.90%,2014
17,Lucy,"45,88,63,600","12,66,63,600",27.60%,"33,22,00,000",72.40%,2014
18,Penguins of Madagascar,"37,35,15,621","8,38,50,911",22.40%,"28,96,64,710",77.60%,2014
19,Edge of Tomorrow,"37,05,41,256","10,02,06,256",27%,"27,03,35,000",73%,2014
20,Gone Girl,"36,93,30,363","16,77,67,189",45.40%,"20,15,63,174",54.60%,2014
21,Night at the Museum: Secret of the Tomb,"36,32,04,635","11,37,46,621",31.30%,"24,94,58,014",68.70%,2014
22,Noah,"35,92,00,044","10,12,00,044",28.20%,"25,80,00,000",71.80%,2014
23,The Maze Runner,"34,83,19,861","10,24,27,862",29.40%,"24,58,91,999",70.60%,2014
24,300: Rise of an Empire,"33,75,80,051","10,65,80,051",31.60%,"23,10,00,000",68.40%,2014
25,22 Jump Street,"33,13,33,876","19,17,19,337",57.90%,"13,96,14,539",42.10%,2014
26,The Fault in Our Stars,"30,71,66,834","12,48,72,350",40.70%,"18,22,94,484",59.30%,2014
27,Divergent,"28,88,85,818","15,09,47,895",52.30%,"13,79,37,923",47.70%,2014
28,Paddington,"28,23,70,135","7,62,71,832",27%,"20,60,98,303",73%,2014
29,Mr. Peabody & Sherman,"27,56,98,039","11,15,06,430",40.40%,"16,41,91,609",59.60%,2014
30,Neighbors,"27,06,65,134","15,01,57,400",55.50%,"12,05,07,734",44.50%,2014
31,Exodus: Gods and Kings,"26,81,75,631","6,50,14,513",24.20%,"20,31,61,118",75.80%,2014
32,Annabelle,"25,70,47,661","8,42,73,813",32.80%,"17,27,73,848",67.20%,2014
33,Hercules,"24,48,19,862","7,26,88,614",29.70%,"17,21,31,248",70.30%,2014
34,RoboCop,"24,26,88,965","5,86,07,007",24.10%,"18,40,81,958",75.90%,2014
35,The Imitation Game,"23,35,55,708","9,11,25,683",39%,"14,24,30,025",61%,2014
36,Non0Stop,"22,28,09,600","9,21,68,600",41.40%,"13,06,41,000",58.60%,2014
37,Dracula Untold,"21,71,24,280","5,62,80,355",25.90%,"16,08,43,925",74.10%,2014
38,The Expendables 3,"21,46,57,577","3,93,22,544",18.30%,"17,53,35,033",81.70%,2014
39,Into the Woods,"21,29,02,372","12,80,02,372",60.10%,"8,49,00,000",39.90%,2014
40,Fury,"21,18,17,906","8,58,17,906",40.50%,"12,60,00,000",59.50%,2014
41,Need for Speed,"20,32,77,636","4,35,77,636",21.40%,"15,97,00,000",78.60%,2014
42,The Other Woman,"19,67,10,396","8,39,11,193",42.70%,"11,27,99,203",57.30%,2014
43,The Equalizer,"19,23,30,738","10,15,30,738",52.80%,"9,08,00,000",47.20%,2014
44,Breakup Buddies,"18,90,17,596","7,77,896",0.40%,"18,82,39,700",99.60%,2014
45,Stand by Me Doraemon,"18,34,42,714",0,0,"18,34,42,714",100%,2014
46,Serial Bad Weddings,"17,64,04,493",0,0,"17,64,04,493",100%,2014
47,The Monkey King: Havoc in Heaven's Palace,"17,58,35,580",0,0,"17,58,35,580",100%,2014
48,The Grand Budapest Hotel,"17,29,36,941","5,93,01,324",34.30%,"11,36,35,617",65.70%,2014
49,Dumb and Dumber To,"16,98,37,010","8,62,08,010",50.80%,"8,36,29,000",49.20%,2014
50,Into the Storm,"16,15,02,194","4,76,02,194",29.50%,"11,39,00,000",70.50%,2014
51,Unbroken,"16,14,59,297","11,56,37,895",71.60%,"4,58,21,402",28.40%,2014
52,The Monuments Men,"15,56,41,650","7,80,31,620",50.10%,"7,76,10,030",49.90%,2014
53,Ride Along,"15,44,68,902","13,49,38,200",87.40%,"1,95,30,702",12.60%,2014
54,Planes: Fire & Rescue,"14,69,65,787","5,91,65,787",40.30%,"8,78,00,000",59.70%,2014
55,The Taking of Tiger Mountain,"14,16,54,055","2,28,984",0.20%,"14,14,25,071",99.80%,2014
56,The Admiral: Roaring Currents,"13,83,42,258","25,89,811",1.90%,"13,57,52,447",98.10%,2014
57,Let's Be Cops,"13,82,24,951","8,23,90,774",59.60%,"5,58,34,177",40.40%,2014
58,Annie,"13,68,53,506","8,59,11,262",62.80%,"5,09,42,244",37.20%,2014
59,Jack Ryan: Shadow Recruit,"13,55,03,748","5,05,77,412",37.30%,"8,49,26,336",62.70%,2014
60,Blended,"12,79,94,610","4,62,94,610",36.20%,"8,17,00,000",63.80%,2014
61,Sex Tape,"12,60,69,509","3,85,43,473",30.60%,"8,75,26,036",69.40%,2014
62,The Theory of Everything,"12,37,26,688","3,58,93,537",29%,"8,78,33,151",71%,2014
63,The Nut Job,"12,08,85,527","6,42,51,541",53.20%,"5,66,33,986",46.80%,2014
64,Pompeii,"11,78,31,631","2,32,19,748",19.70%,"9,46,11,883",80.30%,2014
65,Seventh Son,"11,41,78,613","1,72,23,265",15.10%,"9,69,55,348",84.90%,2014
66,The Purge: Anarchy,"11,19,28,365","7,19,62,800",64.30%,"3,99,65,565",35.70%,2014
67,"Dad, Where Are We Going?","11,18,70,000",0,0,"11,18,70,000",100%,2014
68,The Boxtrolls,"10,82,55,770","5,08,37,305",47%,"5,74,18,465",53%,2014
69,Horrible Bosses 2,"10,76,45,357","5,44,45,357",50.60%,"5,32,00,000",49.40%,2014
70,The Breakup Guru,"10,69,80,263","2,08,959",0.20%,"10,67,71,304",99.80%,2014
71,Ouija,"10,35,90,271","5,08,56,010",49.10%,"5,27,34,261",50.90%,2014
72,Birdman or (The Unexpected Virtue of Ignorance),"10,32,15,094","4,23,40,598",41%,"6,08,74,496",59%,2014
73,Transcendence,"10,30,39,258","2,30,22,309",22.30%,"8,00,16,949",77.70%,2014
74,Heaven Is for Real,"10,18,88,019","9,14,43,253",89.70%,"1,04,44,766",10.30%,2014
75,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","10,06,54,149","6,69,54,149",66.50%,"3,37,00,000",33.50%,2014
76,Tammy,"10,03,75,432","8,45,25,432",84.20%,"1,58,50,000",15.80%,2014
77,PK,"10,03,70,104","1,06,16,104",10.60%,"8,97,54,000",89.40%,2014
78,The Continent,"10,01,25,957",0,0,"10,01,25,957",100%,2014
79,The Book of Life,"9,97,83,556","5,01,51,543",50.30%,"4,96,32,013",49.70%,2014
